time,latitude,longitude,rh,sp,t2m
2025/6/3 0:00,29.75,114.25,48.92801,99189.75,18.250397
2025/6/3 0:00,29.75,114.5,57.189728,98629.75,18.129303
2025/6/3 0:00,29.75,114.75,66.58035,98258.75,18.299225
2025/6/3 0:00,29.75,115,78.12332,98481.75,18.906647
2025/6/3 0:00,29.5,112,43.80301,100262.75,21.09024
2025/6/3 0:00,29.5,112.25,41.951447,100353.75,20.793365
2025/6/3 0:00,29.5,112.5,43.736603,100346.75,20.543365
2025/6/3 0:00,29.5,112.75,42.86551,100289.75,20.187897
2025/6/3 0:00,29.5,113,42.588165,100171.75,20.301178
2025/6/3 0:00,29.5,113.25,44.463165,100117.75,20.795319
2025/6/3 0:00,29.5,113.5,44.27176,99245.75,20.22696
2025/6/3 0:00,29.5,113.75,45.80301,98544.75,19.240631
2025/6/3 0:00,29.5,114,49.517853,98184.75,18.459381
2025/6/3 0:00,29.5,114.25,55.74832,97280.75,17.603912
2025/6/3 0:00,29.5,114.5,64.64676,96718.75,17.482819
2025/6/3 0:00,29.5,114.75,73.556915,97019.75,18.15274
2025/6/3 0:00,29.5,115,83.24832,97592.75,18.834381
2025/6/3 0:00,29.25,112,45.474884,100289.75,21.30899
2025/6/3 0:00,29.25,112.25,44.82254,100386.75,21.031647
2025/6/3 0:00,29.25,112.5,45.830353,100399.75,20.769928
2025/6/3 0:00,29.25,112.75,45.17801,100374.75,20.531647
2025/6/3 0:00,29.25,113,45.79129,100234.75,20.588287
2025/6/3 0:00,29.25,113.25,47.31082,99580.75,19.986725
2025/6/3 0:00,29.25,113.5,47.86551,98637.75,19.330475
2025/6/3 0:00,29.25,113.75,50.42801,97391.75,18.611725
2025/6/3 0:00,29.25,114,54.756134,97130.75,18.13321
2025/6/3 0:00,29.25,114.25,61.31082,96251.75,17.299225
2025/6/3 0:00,29.25,114.5,69.64676,96199.75,17.529694
2025/6/3 0:00,29.25,114.75,78.1702,96512.75,18.199615
2025/6/3 0:00,29.25,115,86.381134,95996.75,18.141022
2025/6/3 0:00,29,112,50.201447,100260.75,21.279694
2025/6/3 0:00,29,112.25,50.607697,100400.75,21.269928
2025/6/3 0:00,29,112.5,51.033478,100406.75,21.010162
2025/6/3 0:00,29,112.75,51.732697,100393.75,20.78946
2025/6/3 0:00,29,113,52.89676,100277.75,20.461334
2025/6/3 0:00,29,113.25,53.756134,99622.75,19.859772
2025/6/3 0:00,29,113.5,55.299103,98468.75,19.0961
2025/6/3 0:00,29,113.75,57.68582,97036.75,18.4086
2025/6/3 0:00,29,114,61.256134,96882.75,18.141022
2025/6/3 0:00,29,114.25,67.400665,96948.75,18.18399
2025/6/3 0:00,29,114.5,73.84207,96897.75,18.41446
2025/6/3 0:00,29,114.75,80.65457,96023.75,18.484772
2025/6/3 0:00,29,115,86.90457,94402.75,18.000397
2025/6/3 0:00,28.75,112,56.283478,100078.75,21.15274
2025/6/3 0:00,28.75,112.25,57.87332,100179.75,21.217194
2025/6/3 0:00,28.75,112.5,58.814728,100426.75,21.228912
2025/6/3 0:00,28.75,112.75,60.93582,100248.75,20.853912
2025/6/3 0:00,28.75,113,62.970978,100086.75,20.418365
2025/6/3 0:00,28.75,113.25,64.09598,99511.75,19.807037
2025/6/3 0:00,28.75,113.5,65.95535,98476.75,19.119537
2025/6/3 0:00,28.75,113.75,67.70535,97147.75,18.71524
2025/6/3 0:00,28.75,114,71.08426,96287.75,18.303131
2025/6/3 0:00,28.75,114.25,76.3577,96206.75,18.303131
2025/6/3 0:00,28.75,114.5,79.66629,96134.75,18.55899
2025/6/3 0:00,28.75,114.75,83.8616,95066.75,18.391022
2025/6/3 0:00,28.75,115,88.45535,94829.75,19.307037
2025/6/3 0:00,28.5,112,62.84207,99155.75,20.494537
2025/6/3 0:00,28.5,112.25,64.756134,99792.75,20.910553
2025/6/3 0:00,28.5,112.5,66.51785,100359.75,21.142975
2025/6/3 0:00,28.5,112.75,69.39285,100041.75,20.767975
2025/6/3 0:00,28.5,113,71.931915,99734.75,20.385162
2025/6/3 0:00,28.5,113.25,73.97879,99136.75,19.803131
2025/6/3 0:00,28.5,113.5,76.26004,98279.75,19.119537
2025/6/3 0:00,28.5,113.75,76.9241,96979.75,18.299225
2025/6/3 0:00,28.5,114,78.01785,95528.75,17.807037
2025/6/3 0:00,28.5,114.25,81.5491,95253.75,18.049225
2025/6/3 0:00,28.5,114.5,85.16629,95634.75,18.7211
2025/6/3 0:00,28.5,114.75,90.412384,96606.75,19.90274
2025/6/3 0:00,28.5,115,95.17801,98137.75,21.685944
2025/6/3 0:00,28.25,112,68.49832,97009.75,19.410553
2025/6/3 0:00,28.25,112.25,69.8577,98521.75,20.271881
2025/6/3 0:00,28.25,112.5,72.12723,99757.75,20.826569
2025/6/3 0:00,28.25,112.75,74.89676,99860.75,20.850006
2025/6/3 0:00,28.25,113,77.43973,99969.75,20.744537
2025/6/3 0:00,28.25,113.25,80.15457,99638.75,20.375397
2025/6/3 0:00,28.25,113.5,82.67801,98825.75,19.775787
2025/6/3 0:00,28.25,113.75,83.45145,97774.75,19.066803
2025/6/3 0:00,28.25,114,83.84207,96697.75,18.887115
2025/6/3 0:00,28.25,114.25,86.95145,97034.75,19.457428
2025/6/3 0:00,28.25,114.5,91.15848,98163.75,20.455475
2025/6/3 0:00,28.25,114.75,96.025665,99449.75,21.766022
2025/6/3 0:00,28.25,115,100.224884,99986.75,23.363678
2025/6/3 0:00,28,112,71.474884,97044.75,19.603912
2025/6/3 0:00,28,112.25,73.71707,98720.75,20.576569
2025/6/3 0:00,28,112.5,76.318634,99564.75,20.918365
2025/6/3 0:00,28,112.75,78.338165,99865.75,21.025787
2025/6/3 0:00,28,113,81.01395,99910.75,20.967194
2025/6/3 0:00,28,113.25,83.4866,99460.75,20.75235
2025/6/3 0:00,28,113.5,85.45926,98661.75,20.342194
2025/6/3 0:00,28,113.75,88.338165,98729.75,20.385162
2025/6/3 0:00,28,114,91.25223,98175.75,20.449615
2025/6/3 0:00,28,114.25,93.59207,98137.75,20.676178
2025/6/3 0:00,28,114.5,94.318634,98437.75,21.148834
2025/6/3 0:00,28,114.75,96.306915,99110.75,22.07071
2025/6/3 0:00,28,115,100.38504,99484.75,22.269928
2025/6/3 0:00,27.75,112,74.2991,98519.75,20.453522
2025/6/3 0:00,27.75,112.25,76.91629,99362.75,20.994537
2025/6/3 0:00,27.75,112.5,78.756134,99412.75,21.012115
2025/6/3 0:00,27.75,112.75,80.20535,99798.75,21.131256
2025/6/3 0:00,27.75,113,82.525665,99875.75,21.191803
2025/6/3 0:00,27.75,113.25,83.85379,99639.75,21.023834
2025/6/3 0:00,27.75,113.5,85.83426,99185.75,20.754303
2025/6/3 0:00,27.75,113.75,89.75223,98911.75,20.576569
2025/6/3 0:00,27.75,114,92.213165,97730.75,20.203522
2025/6/3 0:00,27.75,114.25,92.54129,96886.75,20.21524
2025/6/3 0:00,27.75,114.5,92.412384,97719.75,21.080475
2025/6/3 0:00,27.75,114.75,96.03348,98720.75,21.873444
2025/6/3 0:00,27.75,115,101.14285,99425.75,22.293365
2025/6/3 0:00,27.5,112,75.506134,98217.75,20.43399
2025/6/3 0:00,27.5,112.25,77.12723,98853.75,20.986725
2025/6/3 0:00,27.5,112.5,78.35379,98982.75,21.016022
2025/6/3 0:00,27.5,112.75,81.05301,99335.75,21.09024
2025/6/3 0:00,27.5,113,82.6702,99619.75,21.203522
2025/6/3 0:00,27.5,113.25,82.64676,99389.75,21.031647
2025/6/3 0:00,27.5,113.5,85.412384,98363.75,20.400787
2025/6/3 0:00,27.5,113.75,87.88504,97273.75,19.87149
2025/6/3 0:00,27.5,114,87.619415,95954.75,19.422272
2025/6/3 0:00,27.5,114.25,88.4827,96311.75,20.043365
2025/6/3 0:00,27.5,114.5,91.09207,97338.75,21.053131
2025/6/3 0:00,27.5,114.75,97.32254,98738.75,22.144928
2025/6/3 0:00,27.5,115,102.5452,99583.75,22.707428
2025/6/3 0:00,27.25,112,74.994415,97940.75,20.307037
2025/6/3 0:00,27.25,112.25,76.07645,98549.75,20.787506
2025/6/3 0:00,27.25,112.5,76.99051,98874.75,20.988678
2025/6/3 0:00,27.25,112.75,80.181915,99156.75,21.170319
2025/6/3 0:00,27.25,113,80.818634,99400.75,21.248444
2025/6/3 0:00,27.25,113.25,80.525665,98844.75,20.838287
2025/6/3 0:00,27.25,113.5,83.6116,97789.75,20.19571
2025/6/3 0:00,27.25,113.75,83.8577,96286.75,19.547272
2025/6/3 0:00,27.25,114,82.713165,95760.75,19.52774
2025/6/3 0:00,27.25,114.25,85.7952,96813.75,20.404694
2025/6/3 0:00,27.25,114.5,88.62723,97909.75,21.379303
2025/6/3 0:00,27.25,114.75,94.28348,99283.75,22.467194
2025/6/3 0:00,27.25,115,102.056915,99395.75,22.857819
2025/6/3 0:00,27,112,73.99051,98232.75,20.43399
2025/6/3 0:00,27,112.25,74.787384,98838.75,20.713287
2025/6/3 0:00,27,112.5,75.64285,99262.75,20.998444
2025/6/3 0:00,27,112.75,77.150665,99453.75,21.223053
2025/6/3 0:00,27,113,77.26004,99030.75,21.062897
2025/6/3 0:00,27,113.25,77.2327,98472.75,20.650787
2025/6/3 0:00,27,113.5,78.4827,97982.75,20.353912
2025/6/3 0:00,27,113.75,77.7991,96615.75,19.75235
2025/6/3 0:00,27,114,77.443634,96268.75,19.850006
2025/6/3 0:00,27,114.25,80.82254,97249.75,20.654694
2025/6/3 0:00,27,114.5,82.77957,98238.75,21.566803
2025/6/3 0:00,27,114.75,87.38895,99253.75,22.50821
2025/6/3 0:00,27,115,98.27957,99366.75,22.900787
2025/6/3 0:00,26.75,112,71.08035,98614.75,20.535553
2025/6/3 0:00,26.75,112.25,71.381134,99218.75,20.769928
2025/6/3 0:00,26.75,112.5,72.59207,99720.75,21.017975
2025/6/3 0:00,26.75,112.75,73.12332,99662.75,21.113678
2025/6/3 0:00,26.75,113,75.463165,98954.75,20.850006
2025/6/3 0:00,26.75,113.25,75.26395,98632.75,20.832428
2025/6/3 0:00,26.75,113.5,73.056915,98211.75,20.582428
2025/6/3 0:00,26.75,113.75,75.474884,96537.75,19.709381
2025/6/3 0:00,26.75,114,77.44754,95008.75,19.2211
2025/6/3 0:00,26.75,114.25,77.20926,95800.75,20.088287
2025/6/3 0:00,26.75,114.5,77.943634,97939.75,21.49649
2025/6/3 0:00,26.75,114.75,81.756134,98994.75,22.457428
2025/6/3 0:00,26.75,115,92.0452,98587.75,22.396881
2025/6/3 0:00,26.5,112,69.74051,98547.75,20.498444
2025/6/3 0:00,26.5,112.25,69.63895,98985.75,20.60196
2025/6/3 0:00,26.5,112.5,71.150665,99413.75,20.767975
2025/6/3 0:00,26.5,112.75,71.33426,99242.75,20.795319
2025/6/3 0:00,26.5,113,75.662384,98742.75,20.7836
2025/6/3 0:00,26.5,113.25,75.38895,98570.75,20.875397
2025/6/3 0:00,26.5,113.5,72.81473,97080.75,20.213287
2025/6/3 0:00,26.5,113.75,80.881134,94964.75,19.062897
2025/6/3 0:00,26.5,114,84.494415,91793.75,17.943756
2025/6/3 0:00,26.5,114.25,78.87332,94570.75,20.09024
2025/6/3 0:00,26.5,114.5,76.91629,97329.75,21.705475
2025/6/3 0:00,26.5,114.75,79.287384,98203.75,22.141022
2025/6/3 0:00,26.5,115,87.131134,97546.75,21.865631
2025/6/3 0:00,26.25,112,73.77176,96779.75,19.635162
2025/6/3 0:00,26.25,112.25,72.41629,97075.75,19.637115
2025/6/3 0:00,26.25,112.5,74.787384,97680.75,19.867584
2025/6/3 0:00,26.25,112.75,74.33426,98330.75,20.391022
2025/6/3 0:00,26.25,113,76.4241,98546.75,20.687897
2025/6/3 0:00,26.25,113.25,77.75223,97795.75,20.424225
2025/6/3 0:00,26.25,113.5,80.17801,95302.75,19.305084
2025/6/3 0:00,26.25,113.75,88.8616,91373.75,17.81485
2025/6/3 0:00,26.25,114,89.16629,89057.75,17.568756
2025/6/3 0:00,26.25,114.25,83.15457,93969.75,20.543365
2025/6/3 0:00,26.25,114.5,81.02176,96973.75,21.861725
2025/6/3 0:00,26.25,114.75,79.87723,97724.75,22.166412
2025/6/3 0:00,26.25,115,83.40848,97576.75,22.131256
2025/6/3 0:00,26,112,80.162384,93857.75,18.117584
2025/6/3 0:00,26,112.25,74.9827,95524.75,19.02774
2025/6/3 0:00,26,112.5,77.9866,97105.75,19.705475
2025/6/3 0:00,26,112.75,78.22098,97776.75,20.107819
2025/6/3 0:00,26,113,76.87332,98160.75,20.428131
2025/6/3 0:00,26,113.25,79.41629,96807.75,19.857819
2025/6/3 0:00,26,113.5,85.83035,93520.75,18.562897
2025/6/3 0:00,26,113.75,90.7366,89729.75,17.56485
2025/6/3 0:00,26,114,89.60379,89076.75,18.644928
2025/6/3 0:00,26,114.25,90.26785,93894.75,20.891022
2025/6/3 0:00,26,114.5,89.349884,96649.75,21.904694
2025/6/3 0:00,26,114.75,83.2327,97704.75,22.271881
2025/6/3 0:00,26,115,82.7991,97883.75,22.367584
2025/6/3 0:00,25.75,112,80.51785,96519.75,19.676178
2025/6/3 0:00,25.75,112.25,74.55301,97403.75,19.967194
2025/6/3 0:00,25.75,112.5,78.724884,97295.75,19.896881
2025/6/3 0:00,25.75,112.75,80.849884,96479.75,19.50235
2025/6/3 0:00,25.75,113,78.67801,95820.75,19.187897
2025/6/3 0:00,25.75,113.25,79.619415,94685.75,18.764069
2025/6/3 0:00,25.75,113.5,83.588165,93453.75,18.818756
2025/6/3 0:00,25.75,113.75,87.19754,92139.75,19.432037
2025/6/3 0:00,25.75,114,92.724884,92554.75,21.193756
2025/6/3 0:00,25.75,114.25,99.43973,94821.75,21.32071
2025/6/3 0:00,25.75,114.5,96.53348,97041.75,22.193756
2025/6/3 0:00,25.75,114.75,88.72879,97767.75,22.535553
2025/6/3 0:00,25.75,115,87.26785,97555.75,22.49649
2025/6/3 0:00,25.5,112,79.349884,96190.75,19.310944
2025/6/3 0:00,25.5,112.25,76.63895,96034.75,19.160553
2025/6/3 0:00,25.5,112.5,79.29129,95500.75,19.082428
2025/6/3 0:00,25.5,112.75,79.806915,95603.75,19.129303
2025/6/3 0:00,25.5,113,79.650665,94978.75,18.922272
2025/6/3 0:00,25.5,113.25,82.80301,93816.75,18.682037
2025/6/3 0:00,25.5,113.5,85.45145,92666.75,18.848053
2025/6/3 0:00,25.5,113.75,89.3616,92930.75,20.336334
2025/6/3 0:00,25.5,114,98.474884,93428.75,22.025787
2025/6/3 0:00,25.5,114.25,103.7952,95309.75,21.861725
2025/6/3 0:00,25.5,114.5,99.58035,96851.75,22.451569
2025/6/3 0:00,25.5,114.75,95.787384,97648.75,22.920319
2025/6/3 0:00,25.5,115,93.65457,97422.75,23.021881
2025/6/3 0:00,25.25,112,82.14676,92616.75,17.711334
2025/6/3 0:00,25.25,112.25,79.537384,93604.75,18.174225
2025/6/3 0:00,25.25,112.5,78.556915,94725.75,18.906647
2025/6/3 0:00,25.25,112.75,76.7366,95116.75,18.961334
2025/6/3 0:00,25.25,113,78.55301,95143.75,19.225006
2025/6/3 0:00,25.25,113.25,86.09207,94471.75,19.262115
2025/6/3 0:00,25.25,113.5,91.525665,95181.75,20.463287
2025/6/3 0:00,25.25,113.75,95.287384,95436.75,21.894928
2025/6/3 0:00,25.25,114,100.994415,94398.75,22.807037
2025/6/3 0:00,25.25,114.25,102.12723,95821.75,22.369537
2025/6/3 0:00,25.25,114.5,100.02176,97214.75,22.807037
2025/6/3 0:00,25.25,114.75,100.61551,97525.75,23.238678
2025/6/3 0:00,25.25,115,98.244415,97185.75,23.332428
2025/6/3 0:00,25,112,82.44754,92709.75,18.422272
2025/6/3 0:00,25,112.25,78.287384,94037.75,19.012115
2025/6/3 0:00,25,112.5,78.7952,95457.75,19.660553
2025/6/3 0:00,25,112.75,79.39285,93581.75,18.60196
2025/6/3 0:00,25,113,80.91629,93460.75,18.80899
2025/6/3 0:00,25,113.25,86.8577,95885.75,20.363678
2025/6/3 0:00,25,113.5,92.631134,96771.75,21.639069
2025/6/3 0:00,25,113.75,97.09598,97217.75,22.978912
2025/6/3 0:00,25,114,100.94754,95282.75,23.551178
2025/6/3 0:00,25,114.25,100.72098,95980.75,22.693756
2025/6/3 0:00,25,114.5,99.9202,96277.75,22.369537
2025/6/3 0:00,25,114.75,100.51785,96614.75,22.82071
2025/6/3 0:00,25,115,99.01004,96765.75,23.594147
2025/6/3 0:00,24.75,112,85.15457,94221.75,19.90274
2025/6/3 0:00,24.75,112.25,80.55301,95215.75,20.094147
2025/6/3 0:00,24.75,112.5,82.369415,96054.75,20.381256
2025/6/3 0:00,24.75,112.75,84.1741,93472.75,19.293365
2025/6/3 0:00,24.75,113,85.03348,92879.75,19.732819
2025/6/3 0:00,24.75,113.25,88.45145,95309.75,21.291412
2025/6/3 0:00,24.75,113.5,92.88504,96805.75,22.05899
2025/6/3 0:00,24.75,113.75,97.6702,97283.75,23.295319
2025/6/3 0:00,24.75,114,100.943634,95530.75,23.930084
2025/6/3 0:00,24.75,114.25,100.50223,95222.75,22.818756
2025/6/3 0:00,24.75,114.5,100.22098,95307.75,22.37735
2025/6/3 0:00,24.75,114.75,100.00223,95800.75,22.801178
2025/6/3 0:00,24.75,115,98.9241,95951.75,23.576569
2025/6/3 0:00,24.5,112,92.1077,94062.75,20.178131
2025/6/3 0:00,24.5,112.25,87.37332,94686.75,20.125397
2025/6/3 0:00,24.5,112.5,86.974884,95446.75,20.467194
2025/6/3 0:00,24.5,112.75,88.37723,95450.75,21.312897
2025/6/3 0:00,24.5,113,90.4241,94986.75,21.947662
2025/6/3 0:00,24.5,113.25,92.87723,95869.75,22.766022
2025/6/3 0:00,24.5,113.5,95.20145,97168.75,23.396881
2025/6/3 0:00,24.5,113.75,98.59598,96805.75,23.490631
2025/6/3 0:00,24.5,114,100.57645,95783.75,24.299225
2025/6/3 0:00,24.5,114.25,99.8616,95190.75,23.447662
2025/6/3 0:00,24.5,114.5,100.29129,94775.75,22.932037
2025/6/3 0:00,24.5,114.75,100.30301,95348.75,23.37149
2025/6/3 0:00,24.5,115,99.29129,96515.75,24.3461
2025/6/3 0:00,24.25,112,96.33426,94681.75,21.262115
2025/6/3 0:00,24.25,112.25,92.90457,93841.75,20.244537
2025/6/3 0:00,24.25,112.5,91.24051,94679.75,20.63321
2025/6/3 0:00,24.25,112.75,93.213165,96744.75,22.617584
2025/6/3 0:00,24.25,113,96.64676,97969.75,24.146881
2025/6/3 0:00,24.25,113.25,97.57645,98405.75,24.787506
2025/6/3 0:00,24.25,113.5,96.974884,98091.75,24.697662
2025/6/3 0:00,24.25,113.75,98.34207,97411.75,24.488678
2025/6/3 0:00,24.25,114,99.91629,96424.75,24.986725
2025/6/3 0:00,24.25,114.25,99.818634,95761.75,24.740631
2025/6/3 0:00,24.25,114.5,100.18973,95494.75,24.13321
2025/6/3 0:00,24.25,114.75,100.09207,96344.75,24.326569
2025/6/3 0:00,24.25,115,99.32254,97552.75,25.244537
2025/6/3 0:00,24,112,97.77176,98125.75,23.791412
2025/6/3 0:00,24,112.25,97.2952,97180.75,22.824615
2025/6/3 0:00,24,112.5,95.43582,95627.75,22.053131
2025/6/3 0:00,24,112.75,94.70926,96332.75,23.092194
2025/6/3 0:00,24,113,96.52957,97703.75,24.56485
2025/6/3 0:00,24,113.25,97.67801,98271.75,25.367584
2025/6/3 0:00,24,113.5,97.1077,97999.75,25.422272
2025/6/3 0:00,24,113.75,97.17801,97093.75,25.057037
2025/6/3 0:00,24,114,98.13895,95683.75,25.09024
2025/6/3 0:00,24,114.25,98.71707,95831.75,25.734772
2025/6/3 0:00,24,114.5,99.119415,96676.75,25.980865
2025/6/3 0:00,24,114.75,99.45535,97333.75,26.057037
2025/6/3 0:00,24,115,99.41629,97318.75,26.131256
